age_kyr_bp,temp_anomaly_c
52.888,-6.62
52.935,-6.82
52.982,-6.33
53.026,-4.25
53.067,-5.75
53.11,-6.18
53.153,-5.08
53.195,-5.41
53.237,-5.03
53.278,-5.18
53.318,-4.95
53.359,-4.92
53.399,-4.99
53.44,-5.29
53.482,-6.18
53.526,-6.3
53.571,-6.08
53.617,-7.19
53.666,-6.87
53.714,-6.66
53.761,-5.54
53.804,-6.25
53.848,-5.54
53.893,-6.52
53.938,-6.25
53.984,-6.67
54.031,-6.5
54.078,-6.98
54.125,-5.66
54.169,-5.96
54.213,-5.83
54.256,-5.42
54.301,-7.04
54.347,-6.9
54.396,-6.86
54.445,-7.4
54.495,-7.4
54.544,-6.79
54.594,-7.62
54.645,-7.9
54.697,-7.37
54.748,-7.39
54.797,-5.94
54.843,-6.6
54.89,-6.76
54.937,-6.14
54.982,-5.79
55.027,-6.93
55.074,-6.82
55.122,-6.04
55.168,-7.05
55.216,-6.85
55.264,-6.34
55.31,-6.59
55.358,-7.81
55.409,-6.79
55.458,-6.77
55.505,-6.81
55.554,-7.19
55.603,-7.37
55.654,-7.91
55.707,-8.33
55.761,-7.32
55.813,-7.35
55.864,-8.13
55.918,-8.38
55.971,-6.75
56.023,-8.67
56.076,-7.37
56.128,-7.29
56.178,-6.52
56.226,-6.88
56.275,-8.08
56.326,-6.63
56.376,-7.0
56.424,-7.1
56.474,-7.21
56.523,-6.64
56.571,-6.46
56.618,-7.61
56.669,-6.52
56.716,-7.18
56.766,-6.36
56.812,-6.13
56.858,-6.56
56.903,-5.32
56.948,-6.83
56.994,-6.25
57.041,-6.37
57.086,-5.72
57.13,-5.2
57.172,-5.99
57.216,-4.97
57.258,-5.7
57.3,-5.58
57.346,-7.79
57.395,-6.66
57.443,-5.97
57.488,-5.75
57.532,-6.43
57.578,-6.61
57.625,-5.83
57.669,-5.23
57.713,-6.95
57.76,-7.16
57.809,-6.82
57.857,-6.23
57.904,-6.2
57.949,-5.97
57.994,-6.1
58.039,-5.25
58.081,-6.57
58.127,-5.28
58.17,-5.98
58.212,-4.42
58.254,-6.03
58.297,-5.03
58.338,-4.92
58.379,-5.86
58.422,-5.66
58.467,-6.42
58.511,-4.83
58.552,-4.6
58.592,-5.19
58.633,-5.44
58.676,-5.64
58.718,-4.89
58.76,-5.93
58.803,-5.8
58.847,-6.08
58.892,-5.78
58.936,-5.9
58.98,-5.8
59.024,-5.71
59.067,-5.41
59.11,-5.36
59.153,-7.08
59.201,-4.53
59.242,-6.16
59.286,-6.26
59.333,-7.3
59.381,-6.1
59.426,-4.82
59.469,-6.28
59.514,-6.55
59.56,-6.19
59.606,-5.85
59.651,-7.15
59.7,-6.9
59.747,-5.32
59.791,-5.9
59.835,-5.92
59.879,-5.72
59.925,-7.27
59.972,-6.35
60.02,-6.78
60.068,-6.67
60.116,-7.25
60.166,-7.33
60.216,-6.92
60.265,-6.66
60.313,-7.48
60.364,-6.97
60.414,-6.25
60.46,-7.25
60.51,-6.73
60.558,-6.07
60.603,-5.79
60.649,-7.22
60.697,-6.91
60.747,-7.24
60.797,-7.52
60.847,-6.68
60.896,-6.45
60.944,-7.13
60.994,-7.77
61.045,-6.43
61.094,-7.13
61.142,-6.86
61.192,-7.09
61.242,-7.32
61.292,-7.39
61.343,-7.01
61.394,-8.11
61.447,-7.6
61.499,-6.96
61.55,-7.44
61.601,-7.77
61.654,-7.52
61.706,-7.26
61.757,-7.62
61.809,-7.77
61.863,-8.37
61.919,-8.22
61.974,-8.94
62.033,-8.17
62.089,-7.94
62.144,-8.05
62.198,-8.19
62.254,-8.6
62.312,-8.86
62.371,-8.57
62.428,-7.25
62.48,-8.91
62.539,-8.89
62.598,-8.85
62.657,-8.53
62.715,-8.24
62.771,-9.17
62.832,-9.47
62.894,-8.6
62.953,-8.41
63.012,-10.19
63.079,-9.27
63.141,-9.22
63.203,-9.41
63.265,-8.95
63.326,-9.3
63.388,-9.05
63.448,-8.83
63.508,-8.49
63.564,-6.68
63.615,-6.82
63.666,-8.34
63.72,-6.63
63.771,-8.87
63.829,-7.88
63.884,-7.86
63.938,-7.12
63.989,-7.45
64.042,-8.53
64.1,-9.08
64.16,-8.38
64.218,-8.78
64.278,-9.32
64.34,-8.71
64.399,-8.24
64.457,-8.82
64.516,-9.11
64.577,-8.4
64.635,-9.24
64.697,-8.3
64.756,-9.34
64.817,-9.01
64.879,-8.82
64.939,-8.89
64.998,-7.72
65.054,-7.72
65.111,-9.77
65.173,-8.36
65.232,-9.03
65.293,-8.67
65.353,-9.14
65.415,-9.42
65.479,-8.79
65.539,-9.56
65.603,-8.46
65.663,-9.0
65.724,-9.36
65.788,-9.59
65.852,-8.78
65.914,-9.29
65.977,-9.58
66.042,-9.48
66.106,-9.17
66.17,-9.81
66.236,-9.2
66.299,-9.11
66.362,-8.83
66.423,-9.04
66.485,-7.85
66.541,-9.71
66.606,-8.67
66.667,-8.46
66.727,-9.21
66.79,-9.23
66.853,-8.5
66.913,-9.01
66.976,-9.61
67.041,-8.82
67.103,-9.39
67.167,-9.26
67.231,-9.44
67.296,-8.86
67.358,-8.9
67.421,-9.4
67.485,-8.78
67.546,-7.81
67.604,-9.11
67.666,-9.12
67.729,-9.32
67.793,-7.12
67.848,-8.87
67.908,-8.6
67.969,-8.27
68.029,-9.06
68.091,-9.63
68.158,-9.51
68.224,-9.31
68.289,-7.79
68.346,-8.04
68.403,-7.92
68.46,-7.59
68.517,-8.15
68.574,-7.77
68.631,-8.6
68.692,-8.14
68.751,-9.42
68.816,-8.96
68.879,-8.92
68.943,-9.71
69.009,-8.85
69.074,-9.67
69.141,-8.75
69.204,-9.22
69.268,-8.99
69.332,-8.89
69.394,-7.26
69.45,-8.49
69.511,-8.8
69.573,-8.34
69.632,-6.91
69.686,-7.58
69.741,-7.27
69.796,-7.94
69.854,-8.07
69.913,-7.49
69.969,-7.69
70.025,-7.34
70.081,-7.72
70.137,-6.79
70.19,-6.66
70.241,-7.55
70.296,-6.28
70.347,-6.69
70.399,-6.61
70.45,-6.41
70.5,-5.2
70.546,-6.04
70.594,-5.61
70.641,-5.63
70.688,-5.05
70.733,-5.5
70.779,-5.53
70.826,-5.98
70.873,-5.41
70.922,-7.72
70.976,-7.27
71.03,-5.25
71.078,-7.09
71.13,-6.41
71.182,-6.21
71.231,-6.01
71.28,-6.04
71.33,-7.05
71.383,-7.19
71.438,-6.78
71.491,-6.88
71.544,-5.85
71.592,-6.71
71.645,-6.84
71.697,-6.65
71.75,-7.0
71.804,-6.9
71.857,-6.6
71.91,-7.09
71.964,-7.28
72.019,-6.94
72.074,-8.05
72.132,-7.05
72.187,-7.59
72.244,-7.3
72.301,-8.24
72.363,-8.89
72.426,-7.9
72.486,-8.14
72.547,-8.32
72.608,-8.19
72.669,-7.66
72.727,-7.6
72.785,-7.63
72.843,-7.42
72.899,-7.17
72.956,-7.66
73.012,-6.58
73.066,-6.89
73.119,-6.51
73.172,-6.45
73.225,-7.55
73.281,-6.16
73.333,-7.1
73.387,-6.45
73.44,-7.39
73.495,-5.53
73.545,-6.91
73.598,-6.23
73.65,-6.23
73.701,-6.11
73.752,-6.62
73.804,-6.04
73.854,-5.97
73.903,-4.21
73.947,-5.39
73.994,-5.52
74.042,-5.56
74.09,-4.83
74.135,-5.7
74.183,-4.51
74.228,-5.06
74.274,-5.86
74.322,-4.92
74.368,-5.15
74.414,-4.97
74.459,-4.47
74.503,-3.52
74.543,-4.64
74.587,-4.08
74.63,-4.44
74.674,-5.59
74.721,-5.29
74.768,-5.26
74.816,-5.72
74.864,-5.34
74.913,-6.11
74.962,-5.19
75.011,-6.67
75.063,-6.22
75.114,-5.86
75.165,-5.82
75.215,-5.98
75.265,-6.1
75.316,-5.99
75.368,-6.62
75.421,-6.67
75.474,-6.22
75.527,-6.96
75.582,-6.52
75.636,-7.41
75.693,-6.78
75.749,-7.6
75.808,-7.94
75.868,-7.43
75.926,-6.77
75.982,-6.99
76.038,-6.38
76.091,-6.31
76.144,-7.51
76.202,-6.91
76.258,-6.75
76.312,-6.1
76.365,-6.28
76.419,-8.09
76.478,-5.99
76.531,-6.98
76.587,-6.1
76.639,-6.38
76.692,-7.18
76.749,-6.95
76.806,-6.65
76.861,-6.89
76.916,-6.21
76.969,-6.06
77.021,-6.03
77.073,-6.12
77.125,-6.78
77.179,-5.16
77.229,-6.38
77.281,-5.77
77.332,-5.66
77.382,-6.31
77.435,-7.08
77.492,-6.43
77.546,-6.46
77.601,-7.04
77.658,-7.05
77.715,-6.81
77.77,-6.38
77.825,-6.69
77.88,-6.44
77.935,-6.6
77.989,-5.94
78.041,-6.2
78.094,-6.63
78.149,-5.69
78.2,-5.75
78.252,-7.4
78.31,-6.64
78.364,-5.25
78.415,-5.61
78.465,-6.12
78.518,-6.13
78.57,-5.34
78.62,-5.67
78.67,-5.45
78.719,-4.92
78.767,-5.1
78.817,-6.32
78.868,-5.41
78.919,-5.64
78.969,-5.67
79.022,-7.15
79.076,-5.02
79.127,-6.06
79.178,-5.13
79.228,-6.27
79.28,-4.44
79.327,-4.88
79.374,-4.76
79.421,-5.59
79.47,-4.96
79.52,-6.29
79.571,-4.71
79.621,-5.99
79.67,-4.26
79.716,-4.06
79.762,-5.57
79.81,-5.13
79.86,-5.44
79.91,-5.77
79.961,-5.45
80.011,-4.86
80.059,-4.92
80.107,-4.9
80.153,-3.8
80.198,-5.96
80.249,-4.62
80.297,-5.39
80.346,-4.37
80.392,-4.91
80.44,-5.26
80.489,-5.01
80.537,-5.04
80.586,-4.86
80.633,-4.38
80.679,-4.66
80.726,-5.14
80.774,-4.49
80.821,-4.69
80.869,-5.52
80.918,-4.74
80.966,-5.5
81.016,-5.28
81.065,-4.72
81.114,-5.49
81.164,-5.63
81.215,-5.05
81.264,-4.65
81.31,-3.91
81.355,-4.35
81.401,-5.26
81.45,-5.21
81.499,-4.37
81.545,-4.37
81.591,-4.37
81.637,-4.8
81.683,-2.65
81.725,-4.14
81.767,-3.38
81.81,-4.21
81.855,-4.07
81.899,-3.93
81.943,-5.03
81.992,-4.26
82.037,-4.59
82.084,-3.71
82.128,-4.74
82.174,-3.85
82.218,-3.91
82.261,-2.97
82.303,-3.12
82.343,-3.63
82.386,-2.96
82.427,-3.59
82.469,-3.87
82.512,-3.04
82.554,-4.4
82.599,-3.59
82.642,-2.01
82.68,-3.79
82.721,-3.58
82.763,-2.77
82.804,-3.48
82.846,-3.74
82.889,-3.73
82.932,-3.14
82.974,-3.95
83.016,-2.49
83.057,-3.52
83.098,-2.48
83.137,-2.65
83.176,-2.76
83.216,-2.83
83.255,-2.47
83.294,-2.3
83.333,-3.68
83.375,-3.41
83.417,-3.56
83.46,-4.04
83.503,-2.84
83.545,-4.09
83.589,-3.63
83.632,-3.37
83.675,-3.71
83.716,-2.56
83.756,-2.51
83.796,-4.69
83.843,-3.39
83.885,-3.93
83.929,-3.44
83.97,-2.41
84.012,-4.08
84.054,-3.36
84.097,-4.17
84.142,-3.28
84.184,-4.89
84.231,-3.81
84.276,-4.25
84.322,-4.45
84.367,-3.46
84.411,-3.58
84.455,-4.3
84.5,-3.84
84.544,-4.07
84.589,-3.59
84.632,-3.3
84.674,-3.88
84.719,-4.32
84.765,-5.0
84.813,-4.24
84.858,-3.25
84.903,-5.35
84.951,-4.62
84.999,-4.32
85.046,-4.64
85.093,-4.87
85.142,-4.26
85.188,-2.64
85.229,-4.84
85.276,-4.67
85.324,-4.49
85.371,-4.64
85.419,-5.23
85.468,-4.0
85.515,-5.05
85.564,-4.97
85.613,-4.99
85.662,-4.49
85.71,-4.76
85.759,-5.43
85.81,-5.33
85.861,-5.27
85.911,-5.25
85.962,-4.57
86.01,-4.77
86.059,-5.02
86.108,-4.39
86.157,-5.86
86.208,-5.23
86.26,-5.3
86.311,-5.33
86.362,-4.98
86.413,-5.81
86.466,-5.68
86.519,-5.99
86.574,-6.25
86.63,-6.32
86.686,-4.75
86.735,-6.09
86.79,-5.79
86.844,-6.07
86.899,-5.32
86.952,-6.53
87.008,-5.67
87.063,-6.61
87.121,-7.17
87.182,-7.6
87.246,-7.53
87.31,-6.57
87.368,-5.49
87.423,-6.65
87.481,-6.99
87.541,-6.46
87.599,-6.84
87.658,-5.57
87.714,-7.44
87.774,-5.85
87.831,-6.97
87.891,-6.52
87.949,-6.04
88.004,-5.8
88.059,-5.75
88.114,-6.59
88.172,-6.52
88.23,-5.94
88.286,-6.88
88.346,-5.81
88.401,-6.42
88.459,-7.01
88.518,-5.69
88.574,-6.15
88.631,-6.27
88.688,-5.69
88.742,-5.26
88.794,-5.61
88.847,-5.1
88.899,-5.53
88.952,-5.1
89.005,-6.44
89.062,-6.29
89.119,-5.64
89.174,-6.09
89.23,-6.16
89.286,-4.67
89.336,-4.89
89.387,-5.12
89.438,-4.84
89.489,-5.05
89.54,-5.25
89.592,-6.23
89.65,-6.11
89.705,-4.76
89.757,-5.17
89.808,-5.22
89.861,-5.52
89.913,-4.7
89.963,-3.89
90.012,-5.01
90.062,-5.39
90.115,-5.46
90.168,-5.4
90.222,-5.46
90.274,-3.98
90.324,-6.37
90.38,-5.86
90.436,-5.32
90.489,-4.91
90.54,-6.77
90.6,-6.59
90.66,-6.38
90.719,-6.21
90.777,-5.92
90.833,-5.64
90.888,-4.88
90.939,-5.16
90.991,-5.67
91.046,-5.71
91.101,-5.16
91.156,-6.6
91.213,-5.76
91.27,-6.34
91.328,-5.87
91.385,-5.82
91.441,-6.73
91.5,-4.22
91.55,-4.95
91.602,-5.59
91.657,-6.04
91.714,-6.19
91.771,-5.27
91.825,-5.68
91.88,-5.61
91.935,-4.9
91.987,-5.3
92.04,-5.35
92.094,-5.33
92.148,-5.76
92.204,-5.85
92.26,-5.63
92.315,-5.27
92.368,-4.13
92.418,-5.19
92.471,-5.63
92.525,-4.87
92.577,-5.09
92.629,-4.21
92.679,-5.9
92.734,-4.69
92.786,-4.91
92.838,-4.88
92.889,-4.8
92.941,-5.37
92.995,-6.05
93.051,-4.6
93.104,-5.32
93.157,-5.16
93.211,-5.59
93.264,-4.38
93.315,-4.23
93.364,-4.57
93.414,-4.47
93.465,-4.78
93.517,-5.92
93.572,-5.05
93.626,-4.88
93.676,-3.53
93.725,-5.54
93.778,-4.73
93.83,-4.44
93.88,-4.78
93.931,-4.85
93.983,-4.67
94.034,-4.34
94.084,-4.39
94.133,-4.14
94.182,-4.22
94.232,-5.61
94.286,-3.99
94.335,-4.6
94.386,-5.41
94.44,-4.24
94.49,-4.93
94.542,-4.95
94.595,-5.05
94.649,-6.12
94.705,-4.68
94.757,-3.94
94.805,-2.73
94.849,-3.02
94.893,-4.17
94.941,-3.41
94.987,-3.63
95.034,-4.42
95.083,-4.14
95.132,-4.11
95.182,-4.82
95.234,-5.38
95.288,-4.94
95.341,-5.03
95.394,-5.33
95.449,-4.98
95.502,-4.92
95.555,-5.36
95.609,-4.54
95.661,-5.02
95.714,-5.26
95.767,-4.22
95.819,-4.96
95.871,-5.3
95.924,-3.23
95.972,-4.78
96.024,-5.86
96.079,-4.14
96.13,-4.8
96.182,-4.32
96.232,-3.73
96.28,-4.6
96.331,-5.23
96.385,-4.87
96.438,-3.69
96.486,-5.84
96.543,-5.15
96.597,-4.73
96.649,-3.82
96.699,-5.46
96.752,-4.29
96.804,-4.8
96.855,-4.24
96.906,-4.72
96.958,-4.7
97.011,-5.71
97.065,-3.56
97.116,-5.11
97.167,-4.22
97.218,-4.32
97.268,-4.22
97.319,-4.37
97.369,-4.17
97.42,-5.05
97.472,-4.83
97.525,-3.84
97.575,-5.46
97.629,-4.73
97.682,-4.86
97.735,-3.41
97.783,-4.2
97.832,-4.8
97.885,-5.13
97.94,-5.03
97.994,-4.78
98.046,-3.82
98.095,-4.46
98.146,-4.16
98.197,-5.44
98.251,-3.68
98.302,-5.35
98.355,-4.63
98.408,-4.59
98.459,-3.73
98.509,-4.64
98.56,-3.68
98.61,-4.82
98.662,-5.33
98.717,-5.15
98.772,-4.54
98.825,-5.3
98.88,-4.47
98.933,-5.66
98.99,-4.32
99.041,-4.7
99.094,-4.67
99.147,-5.87
99.205,-5.59
99.263,-5.16
99.318,-4.71
99.372,-5.28
99.427,-5.06
99.482,-4.7
99.535,-4.2
99.586,-5.21
99.641,-4.2
99.692,-4.17
99.743,-4.58
99.795,-4.53
99.848,-5.61
99.904,-4.3
99.957,-5.03
100.01,-4.32
100.062,-4.07
100.114,-4.88
100.166,-4.33
100.218,-3.89
100.269,-4.75
100.321,-4.48
100.374,-4.76
100.426,-3.79
100.477,-4.67
100.529,-4.02
100.58,-5.0
100.634,-4.57
100.687,-4.45
100.739,-4.3
100.791,-4.29
100.842,-3.92
100.893,-5.13
100.948,-4.92
101.003,-5.16
101.058,-4.9
101.113,-4.24
101.165,-4.37
101.216,-3.79
101.266,-3.54
101.315,-4.04
101.363,-2.79
101.41,-3.45
101.458,-4.51
101.509,-3.88
101.561,-4.84
101.614,-4.47
101.667,-4.69
101.72,-4.09
101.772,-4.64
101.825,-4.34
101.878,-4.34
101.93,-4.26
101.982,-5.02
102.038,-4.59
102.091,-4.41
102.144,-4.24
102.196,-4.9
102.252,-6.18
102.312,-4.74
102.368,-4.84
102.423,-5.13
102.479,-4.87
102.535,-4.77
102.59,-5.45
102.647,-4.32
102.702,-5.51
102.76,-5.58
102.819,-5.54
102.878,-5.24
102.935,-4.8
102.991,-5.95
103.052,-5.74
103.113,-6.22
103.175,-5.29
103.234,-6.97
103.302,-6.74
103.368,-6.26
103.433,-7.35
103.503,-6.98
103.571,-6.45
103.637,-7.29
103.705,-5.83
103.77,-6.89
103.836,-5.69
103.898,-6.25
103.961,-5.72
104.022,-5.67
104.083,-6.78
104.15,-6.16
104.212,-4.57
104.27,-5.64
104.33,-5.94
104.392,-5.48
104.453,-5.47
104.512,-5.29
104.572,-5.75
104.633,-5.25
104.692,-4.59
104.748,-4.9
104.804,-4.88
104.861,-4.64
104.918,-5.15
104.975,-4.98
105.033,-4.02
105.086,-4.85
105.143,-5.49
105.204,-5.6
105.264,-4.87
105.322,-4.79
105.379,-5.18
105.438,-4.89
105.495,-4.64
105.552,-4.75
105.608,-4.9
105.666,-5.16
105.725,-5.26
105.785,-5.13
105.844,-5.27
105.902,-3.54
105.956,-4.48
106.011,-4.82
106.067,-4.11
106.122,-4.51
106.178,-4.6
106.234,-3.94
106.287,-3.94
106.34,-4.16
106.394,-3.68
106.447,-3.94
106.499,-3.33
106.55,-3.59
106.601,-3.01
106.651,-3.72
106.704,-4.15
106.759,-5.17
106.818,-4.83
106.876,-4.63
106.933,-4.03
106.988,-4.82
107.046,-4.29
107.103,-5.0
107.162,-5.32
107.223,-5.06
107.283,-4.87
107.343,-5.83
107.406,-5.03
107.468,-5.52
107.53,-4.91
107.59,-5.58
107.653,-5.63
107.717,-5.54
107.781,-6.25
107.849,-6.23
107.917,-6.39
107.986,-6.46
108.056,-6.38
108.125,-6.52
108.195,-6.81
108.267,-6.89
108.34,-7.51
108.416,-6.36
108.487,-6.97
108.561,-6.53
108.632,-6.88
108.705,-6.36
108.776,-7.19
108.851,-6.43
108.922,-6.46
108.994,-7.74
109.072,-6.31
109.143,-5.81
109.211,-6.25
109.28,-6.08
109.349,-5.39
109.416,-7.04
109.49,-5.81
109.557,-5.62
109.624,-5.58
109.69,-5.61
109.756,-5.41
109.822,-5.01
109.885,-6.62
109.957,-5.67
110.025,-4.25
110.085,-5.35
110.151,-6.42
110.222,-5.62
110.29,-5.58
110.356,-4.47
110.419,-5.12
110.482,-5.27
110.548,-5.26
110.614,-5.57
110.681,-5.41
110.747,-4.78
110.811,-5.29
110.876,-4.8
110.94,-4.93
111.005,-5.45
111.071,-5.0
111.136,-4.96
111.2,-4.12
111.263,-5.73
111.33,-5.77
111.4,-4.69
111.465,-5.41
111.532,-5.19
111.598,-4.44
111.662,-5.43
111.729,-5.47
111.797,-5.25
111.865,-5.18
111.932,-4.83
111.997,-5.38
112.066,-5.62
112.135,-4.48
112.199,-4.6
112.263,-5.14
112.33,-5.63
112.4,-4.6
112.464,-4.15
112.527,-5.07
112.592,-4.02
112.654,-3.82
112.714,-4.36
112.777,-4.77
112.843,-4.64
112.907,-4.49
112.971,-4.09
113.034,-4.1
113.097,-5.08
113.162,-3.21
113.222,-3.64
113.281,-3.98
113.342,-3.53
113.403,-4.35
113.466,-4.62
113.531,-3.73
113.592,-3.42
113.652,-4.69
113.716,-3.26
113.776,-3.06
113.833,-2.82
113.889,-3.18
113.947,-3.03
114.004,-2.83
114.06,-2.87
114.116,-2.01
114.17,-3.14
114.227,-2.96
114.284,-3.08
114.342,-2.55
114.398,-2.02
114.452,-3.09
114.509,-3.31
114.569,-3.27
114.627,-2.69
114.684,-2.42
114.74,-1.63
114.792,-1.84
114.844,-2.49
114.899,-2.85
114.956,-2.17
115.01,-2.45
115.064,-0.96
115.115,-2.16
115.169,-1.92
115.223,-2.18
115.276,-1.21
115.327,-2.6
115.382,-2.12
115.436,-2.36
115.492,-2.23
115.546,-2.07
115.599,-1.62
115.652,-2.28
115.707,-2.6
115.762,-1.63
115.815,-1.42
115.868,-2.61
115.922,-1.71
115.976,-1.63
116.029,-2.56
116.085,-1.42
116.136,-1.73
116.189,-3.03
116.248,-1.55
116.3,-0.81
116.35,-1.21
116.4,-1.01
116.45,-1.24
116.5,-1.02
116.55,-1.6
116.602,-1.48
116.654,-1.19
116.704,-0.56
116.754,-1.32
116.805,-1.71
116.856,-0.3
116.905,-0.79
116.953,-0.43
117.001,-0.99
117.051,-1.56
117.102,0.04
117.149,-0.56
117.197,-0.5
117.245,-0.56
117.293,-0.32
117.34,0.34
117.385,-0.7
117.433,-0.76
117.482,-0.2
117.53,-0.39
117.577,-0.37
117.624,0.39
117.67,-0.5
117.717,-0.51
117.765,0.4
117.811,-0.41
117.857,0.09
117.905,-0.87
117.954,-0.65
118.001,1.38
118.044,0.73
118.087,1.14
118.129,0.05
118.175,-0.9
118.224,0.22
118.271,-0.32
118.319,-0.7
118.366,0.43
118.412,0.5
118.456,0.7
118.501,-0.49
118.549,0.16
118.595,-0.09
118.643,-0.35
118.691,-0.07
118.738,0.75
118.782,-0.19
118.829,0.29
118.874,0.41
118.918,1.33
118.962,0.16
119.005,1.6
119.048,0.56
119.092,0.61
119.136,0.32
119.182,0.19
119.227,0.72
119.272,0.28
119.317,0.3
119.363,0.87
119.408,-0.33
119.455,0.12
119.501,1.29
119.544,0.67
119.588,1.37
119.63,0.28
119.675,0.89
119.719,1.25
119.76,2.11
119.801,0.76
119.844,0.66
119.888,1.13
119.931,0.47
119.977,0.11
120.022,0.84
120.067,1.13
120.11,0.59
120.153,1.98
120.195,0.59
120.239,1.9
120.279,1.54
120.32,1.25
120.362,1.47
120.404,0.79
120.448,1.14
120.491,1.38
120.533,0.99
120.576,0.71
120.62,0.96
120.664,1.28
120.707,1.02
120.75,1.12
120.793,1.85
120.833,1.31
120.875,1.59
120.917,1.42
120.958,1.58
120.999,1.87
121.04,2.5
121.078,1.15
121.121,1.08
121.162,2.49
121.203,1.22
121.244,1.39
121.286,1.38
121.328,1.55
121.37,1.37
121.412,1.55
121.453,2.33
121.492,1.87
121.532,2.88
121.57,1.68
121.611,0.98
121.653,2.23
121.693,2.36
121.732,1.67
121.773,1.52
121.814,1.69
121.855,2.14
121.895,1.46
121.937,0.47
121.982,1.24
122.025,1.5
122.068,1.09
122.11,1.71
122.152,1.23
122.195,1.8
122.237,2.06
122.277,2.31
122.316,1.72
122.356,2.71
122.395,2.18
122.435,1.28
122.478,1.66
122.519,1.99
122.56,1.73
122.601,1.78
122.641,2.06
122.681,2.21
122.721,2.06
122.761,1.65
122.801,2.53
122.84,2.71
122.878,2.34
122.918,1.07
122.958,2.44
122.999,2.09
123.038,2.14
123.078,1.65
123.118,2.32
123.16,0.52
123.202,2.45
123.242,2.37
123.281,1.74
123.323,1.29
123.364,2.55
123.405,1.09
123.446,2.2
123.486,1.48
123.527,3.01
123.566,1.48
123.607,1.3
123.649,2.39
123.688,2.73
123.726,2.3
123.765,2.32
123.805,1.52
123.845,3.12
123.882,2.31
123.921,2.04
123.961,2.47
124.0,1.62
124.041,0.83
124.086,2.51
124.124,2.46
124.163,2.33
124.2,3.77
124.235,2.5
124.273,2.96
124.309,3.66
124.345,1.93
124.385,2.48
124.424,2.11
124.462,2.92
124.501,1.39
124.542,1.54
124.585,0.84
124.628,1.85
124.67,2.13
124.711,0.87
124.754,0.6
124.799,1.71
124.841,2.1
124.881,2.73
124.92,1.57
124.96,2.23
125.001,1.11
125.043,0.81
125.088,2.05
125.129,0.92
125.172,1.27
125.215,2.01
125.256,1.74
125.297,1.44
125.339,0.96
125.383,1.9
125.424,1.68
125.465,2.03
125.506,1.99
125.546,1.14
125.589,1.27
125.632,1.33
125.674,1.5
125.717,1.08
125.76,1.62
125.803,0.59
125.848,0.21
125.894,2.09
125.935,1.39
125.978,1.08
126.022,1.11
126.064,2.28
126.106,0.79
126.148,2.14
126.189,0.84
126.233,0.91
126.277,2.06
126.318,2.06
126.359,0.43
126.403,1.11
126.448,0.33
126.494,0.49
126.541,1.33
126.583,1.16
126.626,1.77
126.668,1.91
126.708,1.5
126.749,2.39
126.789,2.6
126.827,2.14
126.866,2.29
126.904,3.21
126.94,2.53
126.978,3.18
127.015,2.14
127.053,2.79
127.09,3.2
127.126,2.65
127.164,1.9
127.203,2.16
127.243,2.25
127.281,2.61
127.319,2.86
127.357,1.66
127.397,1.89
127.437,2.08
127.476,2.98
127.512,3.33
127.548,2.44
127.586,2.77
127.622,2.95
127.66,2.04
127.698,2.95
127.735,3.59
127.773,3.25
127.81,2.81
127.846,4.4
127.879,3.36
127.913,3.93
127.947,4.32
127.979,4.43
128.013,3.36
128.047,3.97
128.079,3.2
128.113,3.47
128.147,3.26
128.182,4.38
128.215,2.56
128.249,4.79
128.284,4.0
128.317,2.9
128.349,4.08
128.38,3.46
128.412,4.79
128.443,4.71
128.474,4.06
128.506,4.86
128.537,3.84
128.567,3.1
128.598,3.66
128.631,4.84
128.662,5.46
128.694,3.96
128.726,3.34
128.759,4.3
128.791,4.59
128.822,4.51
128.855,3.16
128.889,3.79
128.922,3.88
128.956,2.35
128.991,3.52
129.024,3.66
129.058,4.61
129.09,3.38
129.125,3.12
129.158,4.09
129.191,3.8
129.224,3.77
129.256,4.56
129.287,2.65
129.323,2.98
129.358,2.88
129.393,4.35
129.425,3.44
129.459,3.06
129.493,3.77
129.526,3.26
129.56,3.32
129.594,3.46
129.627,3.37
129.661,3.08
129.696,1.93
129.734,2.42
129.77,3.7
129.804,3.31
129.838,2.92
129.873,3.08
129.907,3.35
129.941,2.31
129.977,2.72
130.013,2.91
130.049,3.39
130.083,1.57
130.122,2.12
130.158,2.82
130.194,2.19
130.231,1.91
130.268,2.61
130.305,2.75
130.341,1.67
130.38,1.64
130.417,3.25
130.456,0.77
130.496,1.14
130.537,2.15
130.575,1.55
130.614,1.34
130.655,0.89
130.697,1.04
130.738,1.0
130.78,0.81
130.822,0.9
130.865,-0.18
130.91,0.42
130.954,0.63
130.998,0.46
131.041,0.4
131.085,0.77
131.128,0.35
131.173,-0.32
131.219,0.4
131.264,0.49
131.308,0.07
131.353,0.75
131.396,-0.23
131.442,-0.12
131.488,-1.67
131.541,-1.17
131.592,-0.69
131.641,-1.13
131.692,-1.09
131.742,-1.59
131.795,-1.52
131.848,-1.76
131.901,-1.78
131.955,-1.38
132.008,-2.85
132.066,-2.6
132.123,-1.52
132.177,-1.66
132.23,-1.33
132.282,-2.1
132.337,-2.32
132.393,-2.28
132.45,-3.15
132.506,-2.13
132.564,-3.14
132.624,-3.27
132.687,-2.73
132.746,-3.46
132.809,-3.27
132.871,-3.74
132.935,-3.55
133.0,-4.35
