age_kyr_bp,temp_anomaly_c
345.623,-8.29
345.934,-8.43
346.257,-8.88
346.557,-8.01
346.868,-8.46
347.181,-8.49
347.466,-7.44
347.769,-8.14
348.09,-8.74
348.408,-8.61
348.707,-8.0
348.969,-6.52
349.26,-7.73
349.54,-7.2
349.821,-7.28
350.106,-7.36
350.41,-8.1
350.702,-7.61
351.0,-7.83
351.3,-7.89
351.6,-7.87
351.895,-7.72
352.195,-7.86
352.494,-7.97
352.794,-7.63
353.09,-7.59
353.379,-7.4
353.67,-7.94
353.958,-7.55
354.272,-8.15
354.6,-8.58
354.935,-8.79
355.274,-9.0
355.609,-8.87
355.944,-8.87
356.268,-8.52
356.594,-8.57
356.927,-8.78
357.259,-8.7
357.598,-8.94
357.935,-8.99
358.282,-8.8
358.614,-8.41
358.947,-8.52
359.281,-8.7
359.599,-7.84
359.931,-8.6
360.248,-7.84
360.585,-8.74
360.892,-7.69
361.223,-8.39
361.534,-7.89
361.835,-7.4
362.15,-7.61
362.473,-8.26
362.766,-7.07
363.06,-6.07
363.354,-7.11
363.66,-7.55
363.958,-7.2
364.264,-7.46
364.592,-8.14
364.919,-8.19
365.224,-7.36
365.526,-7.23
365.836,-7.58
366.147,-7.55
366.456,-7.46
366.774,-7.8
367.084,-7.5
367.388,-7.18
367.688,-6.73
367.993,-7.38
368.303,-7.64
368.64,-8.29
368.963,-7.82
369.275,-7.4
369.586,-7.36
369.881,-6.77
370.184,-7.04
370.488,-7.06
370.768,-6.17
371.057,-6.49
371.345,-6.46
371.633,-6.39
371.921,-6.44
372.202,-6.11
372.472,-5.7
372.725,-4.96
372.989,-5.42
373.266,-5.9
373.551,-6.16
373.845,-6.49
374.151,-6.86
374.489,-7.94
374.825,-7.78
375.158,-7.66
375.486,-7.45
375.809,-7.26
376.132,-7.22
376.45,-7.01
376.753,-6.46
377.062,-6.67
377.364,-6.46
377.67,-6.5
377.965,-6.2
378.283,-6.85
378.588,-6.35
378.883,-5.93
379.174,-5.81
379.465,-5.76
379.748,-5.44
380.019,-4.91
380.291,-4.97
380.571,-5.28
380.846,-5.02
381.118,-4.92
381.38,-4.42
381.644,-4.6
381.912,-3.76
382.178,-4.52
382.468,-5.15
382.754,-5.24
383.036,-5.09
383.342,-5.97
383.645,-5.87
383.956,-6.06
384.256,-5.63
384.549,-5.37
384.839,-5.18
385.107,-4.36
385.389,-4.88
385.673,-4.93
385.943,-4.31
386.207,-4.32
386.469,-3.29
386.716,-2.67
386.977,-3.88
387.253,-4.56
387.537,-4.74
387.839,-5.35
388.144,-5.37
388.467,-5.99
388.788,-5.86
389.137,-6.7
389.481,-6.48
389.805,-5.8
390.135,-5.98
390.448,-5.35
390.743,-4.68
391.04,-4.73
391.345,-4.96
391.644,-4.7
391.942,-4.65
392.231,-4.26
392.515,-4.03
392.79,-3.67
393.057,-3.33
393.325,-3.32
393.58,-2.78
393.832,-2.61
394.079,-2.37
394.328,-2.43
394.568,-2.0
394.815,-2.3
395.057,-2.1
395.281,-1.12
395.501,-0.98
395.737,-1.71
395.965,-1.31
396.192,-1.23
396.413,-0.95
396.635,-0.93
396.846,-0.4
397.058,-0.45
397.267,-0.25
397.477,-0.28
397.677,0.29
397.885,-0.2
398.095,-0.22
398.319,-0.94
398.537,-0.57
398.735,0.47
398.935,0.36
399.131,0.64
399.34,-0.07
399.543,0.31
399.746,0.39
399.946,0.51
400.143,0.7
400.332,1.16
400.514,1.6
400.704,1.15
400.901,0.83
401.094,0.98
401.276,1.78
401.46,1.62
401.644,1.63
401.83,1.57
402.015,1.58
402.192,2.18
402.38,1.49
402.563,1.79
402.741,2.14
402.917,2.2
403.088,2.62
403.267,2.12
403.444,2.27
403.624,2.01
403.803,2.2
403.984,1.9
404.171,1.64
404.348,2.41
404.529,2.1
404.714,1.88
404.9,1.78
405.08,2.22
405.264,1.56
405.441,2.41
405.617,2.49
405.79,2.65
405.962,2.71
406.142,2.22
406.33,1.79
406.508,2.44
406.69,2.27
406.86,3.15
407.031,2.9
407.215,2.19
407.384,2.9
407.567,2.06
407.746,2.45
407.922,2.67
408.105,2.17
408.292,1.99
408.483,1.77
408.669,1.83
408.849,2.09
409.028,2.21
409.217,1.73
409.402,2.13
409.588,1.8
409.781,1.73
409.98,1.57
410.174,1.58
410.374,1.72
410.577,1.47
410.778,1.72
410.986,1.47
411.194,1.37
411.402,1.64
411.605,0.95
411.817,0.72
412.046,0.44
412.277,0.49
412.507,0.43
412.739,0.08
412.977,0.66
413.198,0.48
413.432,0.23
413.669,0.68
413.902,0.57
414.139,-0.08
414.392,0.26
414.639,0.43
414.882,0.17
415.132,0.12
415.384,0.61
415.626,0.31
415.875,0.31
416.125,0.1
416.38,0.63
416.624,0.33
416.874,0.67
417.118,0.83
417.358,0.38
417.608,0.32
417.86,0.61
418.106,0.08
418.364,0.01
418.624,-0.28
418.889,-0.32
419.133,-0.24
419.398,-0.35
419.666,-0.09
419.929,-0.62
420.203,-0.48
420.474,-0.29
420.741,-0.59
421.013,-0.75
421.29,-1.37
421.582,-1.43
421.871,-1.72
422.171,-1.87
422.475,-1.55
422.768,-1.51
423.056,-2.21
423.359,-2.59
423.669,-2.1
423.963,-2.34
424.263,-1.29
424.536,-0.24
424.784,0.09
425.027,-0.29
425.277,-0.99
425.537,-1.9
425.813,-1.85
426.09,-2.13
426.39,-2.67
426.715,-2.29
427.02,-2.93
427.343,-3.95
427.684,-4.7
428.065,-4.63
428.444,-5.83
428.868,-6.05
429.259,-6.61
429.718,-6.79
430.187,-7.58
430.693,-8.1
431.226,-8.19
431.767,-8.19
432.326,-8.19
432.87,-8.39
433.425,-8.12
433.969,-8.58
434.472,-8.17
435.023,-8.49
435.592,-8.03
436.141,-8.91
436.726,-9.63
437.267,-9.25
437.827,-9.6
438.423,-8.8
439.039,-9.19
439.625,-9.15
440.206,-9.04
440.798,-9.07
441.388,-8.73
441.954,-8.33
442.535,-8.42
443.12,-7.91
443.682,-7.15
444.216,-7.77
444.785,-7.45
445.342,-7.45
445.9,-7.65
446.471,-7.48
447.034,-6.15
447.536,-6.32
448.047,-6.56
448.573,-7.58
449.151,-7.28
449.719,-7.26
450.288,-7.65
450.881,-7.92
451.492,-6.7
452.042,-7.07
452.613,-7.89
453.229,-7.24
453.816,-6.34
454.4,-6.81
454.969,-7.01
455.55,-7.39
456.156,-8.21
456.813,-8.92
457.519,-8.7
458.216,-8.83
458.942,-8.8
459.652,-8.47
460.344,-8.34
461.031,-8.24
461.713,-7.45
462.35,-7.15
462.97,-7.63
463.62,-7.65
464.257,-8.08
464.951,-8.44
465.657,-8.5
466.367,-8.17
467.058,-8.03
467.74,-8.64
468.461,-7.58
469.115,-6.47
469.706,-7.26
470.337,-6.3
470.916,-5.18
471.435,-4.83
471.934,-4.0
472.392,-4.62
472.88,-5.5
473.409,-6.17
473.97,-7.01
474.576,-6.89
475.16,-5.75
475.696,-5.09
476.2,-4.61
476.679,-4.19
477.138,-3.95
477.586,-4.64
478.062,-5.19
478.562,-5.98
479.099,-5.73
479.623,-5.15
480.119,-4.95
480.605,-4.76
481.081,-4.94
481.571,-4.53
482.035,-4.34
482.489,-3.97
482.928,-4.15
483.371,-3.74
483.798,-3.76
484.225,-3.36
484.635,-3.54
485.051,-3.44
485.462,-3.39
485.87,-3.42
486.279,-3.22
486.679,-2.76
487.062,-2.75
487.444,-2.56
487.817,-2.4
488.185,-2.57
488.555,-1.36
488.889,-2.51
489.256,-2.39
489.62,-2.25
489.978,-2.31
490.338,-2.44
490.701,-2.81
491.076,-3.03
491.456,-3.25
491.845,-3.25
492.234,-3.42
492.628,-3.42
493.022,-3.5
493.416,-3.23
493.802,-3.93
494.208,-3.75
494.6,-3.78
495.001,-3.78
495.401,-3.79
495.8,-3.58
496.19,-3.74
496.584,-3.78
496.978,-3.97
497.376,-3.66
497.762,-3.97
498.157,-3.83
498.545,-3.93
498.934,-3.77
499.316,-3.72
499.694,-4.3
500.09,-4.25
500.482,-4.31
500.875,-4.41
501.269,-4.45
501.663,-4.81
502.067,-4.16
502.446,-4.43
502.832,-4.45
503.217,-4.37
503.596,-4.21
503.968,-4.46
504.346,-4.0
504.708,-4.4
505.08,-5.04
505.474,-5.32
505.875,-5.21
506.271,-4.91
506.654,-4.7
507.027,-4.63
507.396,-4.52
507.758,-4.55
508.12,-4.9
508.493,-6.0
508.902,-5.94
509.308,-5.73
509.704,-5.78
510.1,-5.55
510.487,-5.67
510.876,-5.76
511.267,-5.83
511.658,-5.86
512.049,-5.63
512.432,-5.53
512.809,-5.49
513.185,-5.62
513.563,-5.38
513.933,-4.77
514.282,-4.84
514.633,-5.0
514.989,-4.98
515.343,-4.46
515.681,-4.08
516.006,-4.01
516.329,-4.48
516.666,-4.31
516.998,-4.28
517.329,-3.51
517.637,-4.01
517.96,-3.46
518.267,-3.59
518.578,-3.47
518.885,-3.45
519.193,-3.23
519.495,-3.48
519.804,-3.41
520.111,-3.75
520.416,-3.45
520.726,-3.12
521.027,-3.94
521.353,-3.4
521.664,-3.47
521.978,-3.4
522.29,-3.58
522.61,-4.84
522.969,-4.55
523.321,-4.61
523.675,-4.3
524.022,-4.51
524.375,-4.29
524.728,-4.84
525.099,-4.35
525.452,-4.64
525.808,-4.93
526.184,-4.86
526.559,-4.82
526.935,-4.42
527.299,-4.9
527.683,-4.58
528.056,-4.31
528.422,-4.14
528.783,-4.44
529.157,-4.5
529.534,-5.18
529.939,-5.43
530.357,-6.07
530.804,-6.75
531.284,-7.33
531.795,-7.12
532.302,-7.71
532.841,-7.48
533.375,-7.71
533.926,-7.24
534.459,-7.2
534.994,-6.64
535.508,-6.99
536.044,-6.76
536.575,-6.82
537.113,-6.76
537.652,-6.47
538.194,-7.53
538.784,-7.77
539.391,-7.56
539.991,-7.46
540.589,-7.55
541.188,-7.43
541.788,-7.28
542.381,-7.1
542.964,-7.24
543.554,-7.35
544.149,-7.64
544.758,-8.13
545.367,-8.12
545.985,-8.14
546.604,-7.91
547.202,-7.17
547.746,-6.82
548.28,-7.17
548.818,-7.2
549.348,-6.81
549.855,-6.14
550.322,-5.35
550.761,-5.58
551.208,-6.28
551.673,-6.48
552.129,-6.94
552.607,-6.29
553.047,-6.23
553.481,-5.42
553.874,-5.07
554.25,-4.68
554.604,-4.52
554.948,-4.04
555.265,-3.35
555.563,-3.09
555.844,-3.25
556.126,-4.67
556.411,-4.21
556.719,-4.41
557.013,-5.07
557.308,-4.95
557.616,-5.38
557.911,-5.49
558.214,-5.66
558.514,-6.15
558.823,-6.86
559.133,-6.77
559.461,-6.48
559.778,-5.75
560.077,-5.48
560.352,-5.43
560.625,-5.21
560.89,-5.0
561.149,-4.65
561.404,-4.49
561.649,-4.64
561.889,-4.07
562.13,-4.0
562.357,-3.7
562.582,-3.66
562.799,-3.4
563.015,-3.33
563.225,-3.06
563.433,-3.22
563.636,-2.81
563.841,-2.87
564.039,-2.59
564.238,-2.49
564.432,-2.21
564.627,-2.58
564.815,-2.05
564.994,-2.07
565.179,-2.21
565.365,-2.27
565.554,-2.08
565.745,-1.63
565.933,-1.82
566.114,-1.84
566.298,-1.89
566.484,-1.8
566.671,-2.02
566.857,-1.44
567.047,-1.87
567.231,-1.42
567.42,-1.22
567.602,-1.68
567.781,-1.93
567.969,-1.44
568.161,-1.54
568.346,-1.38
568.532,-1.59
568.716,-1.51
568.905,-1.77
569.093,-1.49
569.285,-1.09
569.474,-1.47
569.656,-1.42
569.845,-1.64
570.034,-1.48
570.228,-1.5
570.419,-1.61
570.612,-1.48
570.807,-1.42
571.001,-1.49
571.194,-1.45
571.39,-1.38
571.585,-1.44
571.78,-1.69
571.977,-1.51
572.178,-1.79
572.378,-1.86
572.583,-1.43
572.79,-1.53
572.991,-1.32
573.193,-2.15
573.392,-1.63
573.608,-1.35
573.814,-1.29
574.016,-1.76
574.217,-1.31
574.428,-1.41
574.631,-1.23
574.837,-1.22
575.04,-1.37
575.244,-0.99
575.452,-1.14
575.654,-1.42
575.861,-1.62
576.076,-1.73
576.297,-1.73
576.523,-2.11
576.749,-1.95
576.981,-1.83
577.214,-1.87
577.447,-2.27
577.684,-1.95
577.932,-1.83
578.166,-1.71
578.402,-1.36
578.645,-0.92
578.883,-1.08
579.114,-1.1
579.352,-1.06
579.592,-1.16
579.836,-1.07
580.084,-1.46
580.335,-2.31
580.598,-3.04
580.878,-2.81
581.193,-3.45
581.507,-4.1
581.846,-4.23
582.213,-4.81
582.592,-5.72
582.999,-6.31
583.449,-7.03
583.928,-6.89
584.446,-5.9
584.984,-5.75
585.485,-6.1
585.99,-5.49
586.521,-6.52
587.034,-6.73
587.62,-6.11
588.205,-5.18
588.778,-4.62
589.314,-4.05
589.83,-3.48
590.337,-3.47
590.816,-4.99
591.301,-5.92
591.862,-5.68
592.474,-5.3
593.083,-5.09
593.666,-4.63
594.256,-4.32
594.821,-3.89
595.401,-4.42
595.959,-5.44
596.546,-6.31
597.19,-6.7
597.892,-6.42
598.667,-5.54
599.4,-5.35
600.096,-4.99
600.791,-5.18
601.487,-4.23
602.124,-4.33
602.788,-4.19
603.474,-4.22
604.15,-3.92
604.834,-3.51
605.507,-3.47
606.161,-3.21
606.819,-2.94
607.474,-2.35
608.079,-2.01
608.674,-1.74
609.269,-1.37
609.854,-1.09
610.425,-1.26
610.985,-1.47
611.541,-1.43
612.13,-1.46
612.717,-1.04
613.31,-1.35
613.878,-1.04
614.466,-1.3
615.06,-0.97
615.672,-1.28
616.273,-1.46
616.895,-1.94
617.533,-2.28
618.205,-1.79
618.904,-2.29
619.576,-2.38
620.278,-1.96
620.95,-1.95
621.644,-2.59
622.342,-2.52
623.054,-2.84
623.796,-2.63
624.562,-2.69
625.316,-2.2
626.073,-3.19
626.8,-4.42
627.597,-5.54
628.49,-7.17
629.486,-8.37
630.645,-8.72
631.964,-8.8
633.312,-8.24
634.676,-8.9
635.956,-8.92
637.31,-8.39
638.664,-8.68
639.948,-8.84
641.262,-8.86
642.589,-8.21
643.907,-7.73
645.119,-7.68
646.222,-7.71
647.328,-7.82
648.431,-7.46
649.522,-7.07
650.556,-7.47
651.553,-7.29
652.589,-7.72
653.588,-7.92
654.607,-7.58
655.611,-6.87
656.55,-6.71
657.42,-7.38
658.255,-7.52
659.093,-8.36
659.97,-8.02
660.865,-8.64
661.743,-8.3
662.653,-8.0
663.513,-7.82
664.289,-8.42
665.075,-8.94
665.887,-9.05
666.722,-9.03
667.546,-8.95
668.348,-8.89
669.129,-8.31
669.852,-7.24
670.509,-7.28
671.102,-7.62
671.706,-8.16
672.29,-8.25
672.908,-7.99
673.52,-7.68
674.132,-7.51
674.722,-7.05
675.293,-6.54
675.849,-5.94
676.364,-5.89
676.871,-6.71
677.33,-7.34
677.788,-6.9
678.267,-5.65
678.78,-4.67
679.269,-5.15
679.721,-5.95
680.122,-6.46
680.542,-7.02
680.987,-7.34
681.449,-6.95
681.935,-6.02
682.433,-5.58
682.912,-5.2
683.371,-5.34
683.792,-5.46
684.198,-5.23
684.61,-4.83
685.025,-4.68
685.431,-4.62
685.823,-4.61
686.211,-4.41
686.589,-4.07
686.965,-3.97
687.342,-3.73
687.708,-3.5
688.07,-3.44
688.435,-3.36
688.786,-3.5
689.136,-3.7
689.486,-3.35
689.836,-3.14
690.193,-3.05
690.54,-3.05
690.88,-2.59
691.219,-2.51
691.562,-2.75
691.888,-2.7
692.21,-2.5
692.539,-2.39
692.871,-2.04
693.188,-1.6
693.514,-1.55
693.83,-1.86
694.129,-1.82
694.439,-2.08
694.761,-2.0
695.072,-1.94
695.392,-1.83
695.713,-1.92
696.03,-1.77
696.351,-1.85
696.673,-2.07
696.992,-1.86
697.31,-1.69
697.637,-1.94
697.97,-1.88
698.299,-1.84
698.634,-1.92
698.974,-2.26
699.317,-2.55
699.665,-2.49
700.027,-2.75
700.404,-2.45
700.784,-2.31
701.177,-2.16
701.564,-1.77
701.952,-2.02
702.339,-2.4
702.719,-2.49
703.114,-2.36
703.529,-2.45
703.956,-2.78
704.384,-3.05
704.825,-3.21
705.287,-3.21
705.77,-3.46
706.27,-3.75
706.78,-3.7
707.312,-3.67
707.87,-3.56
708.436,-3.5
709.011,-4.02
709.591,-3.88
710.178,-4.06
710.806,-4.0
711.436,-4.05
712.087,-4.19
712.743,-4.29
713.41,-3.9
714.092,-4.02
714.808,-4.23
715.479,-5.2
716.162,-5.26
716.86,-5.59
717.625,-6.23
718.378,-6.47
719.147,-6.92
720.001,-7.13
720.764,-7.9
721.643,-8.77
722.534,-8.32
723.478,-7.14
724.233,-5.75
724.982,-5.18
725.802,-5.07
726.535,-6.1
727.213,-5.96
727.948,-6.05
728.662,-5.83
729.369,-5.69
730.05,-5.31
730.709,-5.23
731.331,-5.28
731.946,-4.85
732.602,-4.2
733.241,-3.79
733.803,-3.93
734.327,-3.95
734.843,-4.15
735.336,-3.99
735.855,-3.72
736.355,-4.03
736.837,-4.47
737.354,-4.52
737.809,-4.76
738.294,-5.38
738.799,-5.62
739.277,-6.27
739.778,-7.16
740.294,-8.08
740.867,-8.24
741.465,-8.25
742.086,-8.47
742.707,-8.6
743.325,-8.95
743.934,-8.84
744.545,-8.67
745.171,-8.41
745.782,-8.56
746.375,-8.56
746.947,-8.62
747.52,-8.63
748.091,-8.69
748.642,-8.6
749.203,-8.44
749.766,-8.32
750.322,-8.5
750.878,-8.58
751.428,-8.59
751.99,-8.42
752.561,-8.37
753.139,-8.24
753.716,-7.97
754.3,-7.79
754.886,-7.54
755.475,-7.22
756.06,-6.25
756.643,-5.5
757.22,-5.09
757.758,-5.3
758.265,-5.77
758.757,-6.07
759.282,-6.43
759.838,-7.12
760.417,-7.27
761.022,-7.33
761.692,-6.72
762.387,-5.78
763.083,-5.16
763.761,-4.72
764.399,-4.76
765.016,-5.1
765.628,-5.56
766.238,-6.22
766.88,-6.4
767.558,-6.0
768.299,-5.33
769.072,-4.54
769.831,-3.84
770.559,-3.8
771.249,-3.93
771.907,-4.32
772.553,-4.52
773.239,-4.13
773.957,-3.82
774.703,-3.47
775.442,-2.96
776.159,-2.69
776.861,-2.7
777.536,-2.67
778.201,-2.34
778.873,-2.17
779.549,-2.13
780.209,-2.17
780.863,-2.37
781.519,-2.28
782.18,-1.84
782.856,-2.04
783.528,-1.7
784.173,-1.71
784.83,-1.15
785.47,-1.05
786.105,-1.04
786.706,-0.63
787.298,-0.54
787.885,-1.75
788.442,-2.37
789.019,-2.59
789.635,-3.09
790.282,-3.7
790.937,-4.27
791.618,-5.05
792.331,-5.61
793.079,-5.91
793.876,-6.51
794.708,-7.33
795.556,-8.23
796.449,-8.53
797.408,-8.73
798.443,-8.54
799.501,-8.88
800.589,-8.92
801.662,-8.82
